Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3
11768,BELA_T14_02_2002,BELA_T14_02_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.07715,-165.2094167,,Salix alaxensis-Epilobium latifolium,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11769,BELA_T14_03_2002,BELA_T14_03_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.07741667,-165.2101167,,Salix alaxensis-Epilobium latifolium,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11770,BELA_T14_04_2002,BELA_T14_04_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.07756667,-165.20995,,Salix alaxensis-Aster sibiricus,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11771,BELA_T14_05_2003,BELA_T14_05_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.0776,-165.2096667,,Alnus crispa-Rubus arcticus,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11772,BELA_T14_06_2002,BELA_T14_06_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.07778333,-165.2096333,,Alnus crispa-Rubus arcticus,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11773,BELA_T14_07_2002,BELA_T14_07_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.0781,-165.2094,,Betula nana-Salix planifolia ssp. pulchra-Pyrola grandiflora,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11774,BELA_T14_08_2002,BELA_T14_08_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.0788,-165.2088167,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11775,BELA_T14_09_2002,BELA_T14_09_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.0799 way off other plots,-165.3074,,Andromeda polifolia-Sphagnum sp.,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11776,BELA_T14_10_2002,BELA_T14_10_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.08018333,-165.2070333,,Betula nana-Salix planifolia ssp. pulchra-Pyrola grandiflora,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11777,BELA_T14_11_2002,BELA_T14_11_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.08098333,-165.2060667,,Carex chordorrhiza-Carex aquatilis,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11778,BELA_T14_12_2002,BELA_T14_12_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.08185,-165.2061667,,Carex chordorrhiza-Carex aquatilis,Aquatic grass marshes (Arctophila fulva),,"plot map, soil descriptions a few select plots",Percent,,,
11779,BELA_T16_01_2002,BELA_T16_01_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.28296667,-165.2927,,Carex aquatilis-Salix planifolia ssp. pulchra,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11780,BELA_T16_02_2002,BELA_T16_02_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.28458333,-165.2962333,,Andromeda polifolia-Sphagnum sp.,9.5,,"plot map, soil descriptions a few select plots",Percent,,,
11781,BELA_T16_03_2002,BELA_T16_03_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.28615,-165.3032167,,Carex aquatilis-Salix planifolia ssp. pulchra,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11782,BELA_T16_04_2002,BELA_T16_04_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.2883,-165.3091833,,Betula nana-Eriophorum vaginatum,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11783,BELA_T16_05_2002,BELA_T16_05_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.29191667,-165.3161333,,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11784,BELA_T16_06_2002,BELA_T16_06_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.29315,-165.3229,,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11785,BELA_T17_02_2002,BELA_T17_02_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.19505,-164.0868333,,Carex ramenskii-Puccinellia phryganodes,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,,,
11786,BELA_T17_03_2002,BELA_T17_03_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.19525,-164.0865167,,Carex ramenskii-Puccinellia phryganodes,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,,,
11787,BELA_T17_04_2002,BELA_T17_04_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.19562,-164.08443,,Carex ramenskii-Puccinellia phryganodes,Moist to wet coastal tundra (Carex or Eriophorum mixed with Dupontia),,"plot map, soil descriptions a few select plots",Percent,,,
11788,BELA_T17_05_2002,BELA_T17_05_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.19638333,-164.0850167,,Carex ramenskii-Puccinellia phryganodes,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11789,BELA_T17_07_2002,BELA_T17_07_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.20026667,-164.0845667,,Carex ramenskii-Puccinellia phryganodes,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11790,BELA_T17_08_2002,BELA_T17_08_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.20021667,-164.0906833,,Carex ramenskii-Puccinellia phryganodes,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11791,BELA_T17_09_2002,BELA_T17_09_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.20013333,-164.0928333,,Carex ramenskii-Puccinellia phryganodes,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11792,BELA_T18_02_2002,BELA_T18_02_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.59075,-163.8144667,,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11793,BELA_T18_03_2002,BELA_T18_03_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.58995,-163.8137667,,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11794,BELA_T18_04_2002,BELA_T18_04_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.59026667,-163.8144833,,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,Terricolous lichen communities on acidic soils,,"plot map, soil descriptions a few select plots",Percent,,,
11795,BELA_T18_05_2002,BELA_T18_05_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.589,-163.8157333,,Empetrum nigrum-Elymus arenarius mollis,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11796,BELA_T18_06_2002,BELA_T18_06_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.58661667,-163.8181833,,Empetrum nigrum-Elymus arenarius mollis,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11797,BELA_T18_07_2002,BELA_T18_07_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.58636667,-163.8195167,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11798,BELA_T18_08_2002,BELA_T18_08_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.58523,-163.81374,,Carex chordorrhiza-Carex aquatilis,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11799,BELA_T19_01_2002,BELA_T19_01_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.46946667,-163.8423333,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,9.5,,"plot map, soil descriptions a few select plots",Percent,,,
11800,BELA_T19_02_2002,BELA_T19_02_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.47036667,-163.8448167,,Andromeda polifolia-Sphagnum sp.,9.5,,"plot map, soil descriptions a few select plots",Percent,,,
11801,BELA_T19_03_2002,BELA_T19_03_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.4723,-163.8509333,,Betula nana-Eriophorum vaginatum,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11802,BELA_T19_04_2002,BELA_T19_04_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.47156667,-163.8598,,Calamagrostis canadensis-Potentilla palustris,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11803,BELA_T19_05_2002,BELA_T19_05_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.47095,-163.8692,,Carex aquatilis-Salix planifolia ssp. pulchra,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11804,BELA_T19_06_2002,BELA_T19_06_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.46691667,-163.8756,,Calamagrostis canadensis-Potentilla palustris,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11805,BELA_T21_01_2002,BELA_T21_01_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44836667,-165.2463167,,Salix ovalifolia-Deschampsia cespitosa,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
11806,BELA_T21_04_2002,BELA_T21_04_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44846667,-165.2563167,,Salix ovalifolia-Deschampsia cespitosa,9.5,,"plot map, soil descriptions a few select plots",Percent,,,
11807,BELA_T21_05_2002,BELA_T21_05_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44798333,-165.2618667,,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11808,BELA_T21_06_2002,BELA_T21_06_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44481667,-165.2595667,,Salix ovalifolia-Deschampsia cespitosa,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11809,BELA_T21_07_2002,BELA_T21_07_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44251667,-165.2626333,,Carex ramenskii-Dupontia fisheri,Aquatic grass marshes (Arctophila fulva),,"plot map, soil descriptions a few select plots",Percent,,,
11810,BELA_T21_08_2002,BELA_T21_08_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44126667,-165.2639167,,Empetrum nigrum-Elymus arenarius mollis,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11811,BELA_T21_09_2002,BELA_T21_09_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44168333,-165.2655333,,Empetrum nigrum-Elymus arenarius mollis,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11812,BELA_T21_10_2002,BELA_T21_10_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.44146667,-165.2670667,,Hippuris vulgaris-Utricularia vulgaris macrorhiza,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
11813,BELA_V05_03_2002,BELA_V05_03_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.29445,-163.7533833,,"hipvul, calpal,rum arc","Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11814,BELA_V08_04_2002,BELA_V08_04_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.65645,-164.2491167,,"arcrub, dryint, tomnit, salgla, sallan, carbig, flacuc",Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11815,CAKR_T01_01_2003,CAKR_T01_01_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13268,-162.90538,,Picea glauca-Salix reticulata-Carex scirpoidea,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11816,CAKR_T01_02_2003,CAKR_T01_02_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13505,-162.90771,,Picea glauca-Salix reticulata-Carex scirpoidea,9.5,,"plot map, soil descriptions a few select plots",Percent,,,
11817,CAKR_T01_03_2003,CAKR_T01_03_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13658,-162.90723,,dryoct-Moss-Lichen-picgla-potfru-aneric-juncom,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11818,CAKR_T01_04_2003,CAKR_T01_04_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13809,-162.91032,,Salix arctica-Minuartia arctica,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11819,CAKR_T01_05_2003,CAKR_T01_05_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.14285,-162.9117,,Picea glauca-Salix reticulata,Aquatic grass marshes (Arctophila fulva),,"plot map, soil descriptions a few select plots",Percent,,,
11820,CAKR_T02_01_2003,CAKR_T02_01_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.14551667,-163.03325,,Dryas integrifolia-Carex bigelowii-Equisetum arvense,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11821,CAKR_T02_02_2003,CAKR_T02_02_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.14658333,-163.0323667,,Alnus crispa-Salix lanata ssp. richardsonii,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11822,CAKR_T02_03_2003,CAKR_T02_03_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.14708333,-163.0311,,Dryas integrifolia-Carex scirpoidea-Rhododendron lapponicum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11823,CAKR_T02_04_2003,CAKR_T02_04_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.14738333,-163.0264167,,Dryas octopetala-Saxifraga oppositifolia,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11824,CAKR_T02_05_2003,CAKR_T02_05_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.14976667,-163.0202167,,Dryas octopetala-Saxifraga oppositifolia,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
